정류소명,정류소아이디,상_하행
검암역입구,168000852,상행
빈정공원,168000571,상행
아시아드대광로제비앙아파트,168001257,상행
경서농원,168000335,상행
녹청자박물관,168000669,상행
태평아파트1차(A),168000326,상행
태평아파트2차(A),168000317,상행
경서초등학교,168000570,상행
경서지구입구,168000671,상행
서부공단입구,168000301,상행
우성아파트,168000717,상행
공촌사거리(한국아파트),168000322,상행
아시아드경기장(공촌사거리)역,168000319,상행
연희동행정복지센터,168000312,상행
서구청역(4번출구),168000296,상행
서구청역(3번출구),168000284,상행
서인천농협,168000275,상행
청라웰카운티221동,168001288,상행
청라국제도서관,168000922,상행
호반베르디움3차아파트,168000743,상행
서해그랑블,168000789,상행
엑슬루타워,168000836,상행
롯데캐슬,168000884,상행
롯데캐슬,168000999,상행
동양엔파트,168000820,상행
자이더테라스2단지,168000864,상행
반도유보라,168000985,상행
한양수자인,168000868,상행
청라로봇랜드,168001247,상행
로봇타워,168001301,상행
로봇타워,168001302,하행
청라로봇랜드,168001246,하행
한양수자인,168000893,하행
동양엔파트,168000986,하행
자이더테라스2단지,168000871,하행
한일베라체,168000948,하행
동양엔파트,168000837,하행
휴먼시아후문,168000885,하행
힐데스하임,168000876,하행
서해그랑블,168000790,하행
청라자이,168000742,하행
청라국제도서관,168000923,하행
청라국제어린이집,168001289,하행
서인천농협,168000277,하행
서구청역(1번출구),168000289,하행
연희동행정복지센터,168000311,하행
공촌사거리,168000324,하행
우성아파트,168000718,하행
경서지구입구,168000303,하행
경서지구입구,168000672,하행
경서초등학교,168000569,하행
태평아파트2차(B),168000318,하행
태평아파트1차(B),168000325,하행
녹청자박물관,168000668,하행
경서농원,168000333,하행
아시아드대광로제비앙아파트,168001258,하행
빈정공원,168000670,하행
검단사거리역,168000419,하행
대림아파트,168000609,하행
검단원흥아파트,168000401,하행
유승아파트,168000398,하행
왕길동,168000386,하행
자이금호힐스테이트,168000849,하행
단봉초등학교,168000382,하행
검단오류풍림아이원,168001251,하행
금곡교차로,168001371,하행
좌동마을,168001253,하행
향동해병2사단,232000571,하행
구래리,232000572,하행
한강센트럴블루힐.모아엘가2차,232000718,하행
솔터마을입구,232000706,하행
구래역,232000724,하행
가오대입구,232000660,하행
율생리입구,232000285,하행
종생마을,232000284,하행
대곶사거리,232000283,하행
송마리입구,232000282,하행
송마3리,232000281,하행
인삼농협앞,232000658,하행
산음입구,232000280,하행
대명초교,232000470,하행
장안말(구초지분교)입구,169001083,하행
장흥저수지(성공회.해든뮤지움),169001082,하행
용화사(길상낚시터),169001077,하행
애전부락,169001075,하행
전등사남문,169000515,하행
길상면주민센터,169000069,하행
방죽말,169000214,하행
마그네,169000028,하행
마그네사거리,169000029,하행
길직1리,169000270,하행
신현리입구,169001062,하행
목비고개,169000032,하행
옥골.옥토끼우주센터,169000561,하행
두운리,169000540,하행
불은면주민센터,169000035,하행
영은교회,169000037,하행
성터지,169000038,하행
백운곡,169000040,하행
금운교,169000858,하행
대장간마을,169000703,하행
선원면주민센터,169000070,하행
선원초등학교,169000045,하행
군인아파트,169000046,하행
고산촌,169000544,하행
찬우물,169000048,하행
세광아파트,169000050,하행
창골,169000549,하행
대문리고개입구,169000546,하행
창리,169000054,하행
농업기술센터,169000573,상행
인산저수지,169000575,상행
비선삼거리,169000547,상행
양도초등학교,169000568,상행
산문입구,169000286,상행
종갱이,169000180,상행
노랑새고개,169000570,상행
하우고개,169000275,상행
양도,169000074,상행
탑재,169000327,상행
고창촌,169000076,상행
공설운동장,169000092,상행
오류골,169000013,상행
국제콘크리트,169001050,상행
밤나무골,169000023,상행
길상군립어린이집,169000959,상행
초지삼거리,169000112,상행
초지리,169000093,상행
초지진,169000025,상행
금곡동,168000587,상행
가현오일뱅크,168000734,상행
좌동마을입구,168000928,상행
스포월드골프연습장,168000439,상행
검단하나아파트,168000421,상행
온누리병원,168000425,상행
검단사거리역,168000426,상행
검암사거리,168000357,상행
검바위역,168000348,상행
대인고등학교,168000345,상행
공촌사거리,168000330,상행
공촌마을,168000323,상행
연희동광명아파트(사계절썰매장),168000599,상행
대동아파트,168000304,상행
심곡초등학교(국제성모병원),168000288,상행
인재개발원,168000282,상행
현광아파트,168000258,상행
가정(루원시티)역,168001078,상행
가정1동행정복지센터,168001309,상행
루원호반베르디움,168001149,상행
루원제일풍경채정문앞,168001040,상행
루원더퍼스트아파트,168001107,상행
인천아시아드테니스장,168001357,상행
인천서곶초등학교,168001358,상행
인천아시아드주경기장(동문),168001359,상행
인천아시아드주경기장(동문),168001354,하행
인천서곶초등학교,168001355,하행
인천아시아드테니스장,168001356,하행
청라꽃농원,168000991,하행
루원더퍼스트아파트,168001108,하행
가정LH3단지정문앞,168001041,하행
루원시티프라디움,168001150,하행
루원시티프라디움105동,168001308,하행
가정(루원시티)역,168001075,하행
현광아파트,168000260,하행
청양골,168000775,하행
인재개발원,168000281,하행
심곡초등학교(국제성모병원),168000290,하행
대동아파트,168000306,하행
연희동광명아파트(사계절썰매장),168000314,하행
공촌마을,168000598,하행
공촌사거리,168000331,하행
대인고등학교,168000344,하행
검바위역,168000349,하행
검암사거리,168000356,하행
검단사거리역,168000427,하행
검단우방아이유쉘아파트,168000688,하행
검단하나아파트,168000422,하행
마전주공아파트,168000420,하행
스포월드골프연습장,168000440,하행
좌동마을입구,168000456,하행
한사랑어린이집,168000461,하행
금곡동,168000471,하행
초지대교,169000017,하행
초지진,169000024,하행
초지리,169000026,하행
초지삼거리,169000508,하행
길상군립어린이집,169000960,하행
밤나무골,169000022,하행
국제콘크리트,169001051,하행
오류골,169000014,하행
공설운동장,169000091,하행
화도,169000077,하행
탑재,169000579,하행
양도,169000075,하행
하우고개,169000577,하행
노랑새고개,169000273,하행
종갱이,169000288,하행
산문입구,169000107,하행
양도초등학교,169000329,하행
비선삼거리,169000596,하행
인산저수지,169000354,하행
농업기술센터,169000357,하행
강화병원,169000089,상행
유성아파트,169000087,상행
현대아파트,169000083,상행
김포대학입구,232000596,상행
오리정,232000387,상행
현대아파트.통진도서관,232000381,상행
마송,232000379,상행
김포한강신협,232000300,상행
인천의료원,162000108,상행
인천교삼거리,163000453,상행
서화초등학교(도화e편한세상),163000623,상행
청운대삼거리(하늘꿈교회),163000433,상행
인천재능대학교서문,162000119,상행
현대시장,162000118,상행
동산고,162000018,상행
도화동신협(구박문여고),162000003,상행
제물포역,163000502,상행
정부인천지방합동청사,163000386,상행
시민공원.문화창작지대,163000334,상행
석바위,163000365,상행
인천시청후문,165000290,상행
문학경기장(X게임장),163000643,상행
인천시청후문,165000292,하행
석바위,163000370,하행
시민공원.문화창작지대,163000468,하행
정부인천지방합동청사,163000388,하행
제물포역,163000364,하행
도화동신협(구박문여고),163000499,하행
동산고등학교,162000021,하행
현대시장,162000042,하행
인천재능대학교서문,162000058,하행
청운대삼거리(하늘꿈교회),163000500,하행
서화초등학교(도화e편한세상),163000438,하행
인천교삼거리(인천기계산업단지),163000452,하행
인천의료원,162000107,하행
아시아드경기장(공촌사거리)역,168000320,하행
김포한강신협,232000293,하행
마송,232000408,하행
현대아파트.통진도서관,232000406,하행
오리정,232000400,하행
김포대학입구,232000597,하행
현대아파트,169000082,하행
유성아파트,169000086,하행
강화병원,169000088,하행
신일아파트,232000375,상행
인하대병원,161000119,상행
숭의역(1번출구),163000510,상행
미추홀퍼스트(2단지),163000220,상행
용현3동행정복지센터.보훈병원,163000221,상행
독정이고개,163000234,상행
주안2동치안센터,163000302,상행
기계공고,163000294,하행
용남시장,163000236,하행
독정이고개,163000238,하행
용현3동행정복지센터.보훈병원,163000224,하행
미추홀퍼스트(2단지),163000642,하행
숭의역(2번출구),163000211,하행
인하대병원,161000121,하행
백석마을,232000413,하행
세원에너지충전소(나비공원),166000849,상행
신영자동차,166000561,상행
